session_id,person_id,timestamp,duration_seconds,page_views,campaign_id,source,device,country
1007437,10493,2024-03-24 08:00:00,311,2,1042,paid,desktop,BR
1007438,10493,2024-05-10 14:00:00,18,5,1033,paid,desktop,SG
1007439,10493,2024-11-11 00:00:00,61,5,1036,direct,desktop,GB
1007440,10494,2024-09-07 15:00:00,102,4,1016,referral,mobile,US
1007441,10494,2024-08-08 09:00:00,187,6,1025,organic,desktop,DE
1007442,10494,2024-10-17 12:00:00,82,7,1040,email,mobile,US
1007443,10494,2024-12-06 18:00:00,31,3,1005,organic,desktop,US
1007444,10494,2024-01-23 19:00:00,42,6,1012,email,desktop,BR
1007445,10495,2024-07-22 07:00:00,569,4,1026,organic,desktop,FR
1007446,10495,2024-09-22 18:00:00,77,6,1030,email,desktop,GB
1007447,10495,2024-08-26 22:00:00,561,3,1041,referral,desktop,US
1007448,10495,2024-11-06 07:00:00,17,11,1030,direct,desktop,GB
1007449,10495,2024-05-03 01:00:00,24,7,1044,organic,mobile,US
1007450,10495,2024-09-30 04:00:00,55,8,1008,social,mobile,IN
1007451,10495,2024-11-14 03:00:00,479,3,1028,direct,mobile,US
1007452,10495,2024-09-14 23:00:00,141,3,1028,social,mobile,IN
1007453,10495,2024-01-23 08:00:00,1329,5,1013,organic,desktop,GB
1007454,10495,2024-02-14 22:00:00,196,6,1024,referral,desktop,GB
1007455,10495,2024-05-16 15:00:00,1511,8,1007,referral,desktop,FR
1007456,10495,2024-11-23 23:00:00,919,6,1010,organic,desktop,IN
1007457,10495,2024-04-26 14:00:00,160,3,1043,organic,desktop,DE
1007458,10495,2024-07-02 02:00:00,81,7,1028,organic,desktop,IN
1007459,10495,2024-12-09 12:00:00,26,5,1018,referral,desktop,CA
1007460,10495,2024-10-02 00:00:00,236,3,1015,email,desktop,FR
1007461,10495,2024-06-19 15:00:00,458,2,1029,organic,desktop,US
1007462,10495,2024-12-15 09:00:00,753,1,1036,organic,mobile,US
1007463,10495,2024-05-31 19:00:00,43,3,1031,organic,desktop,IN
1007464,10495,2024-01-16 01:00:00,68,1,1040,social,mobile,US
1007465,10496,2024-09-17 04:00:00,264,5,1026,organic,mobile,FR
1007466,10496,2024-10-03 18:00:00,26,4,1043,direct,mobile,US
1007467,10496,2024-05-12 13:00:00,315,3,1027,organic,desktop,US
1007468,10496,2024-11-04 15:00:00,86,5,1047,direct,desktop,US
1007469,10496,2024-12-28 11:00:00,767,8,1000,direct,mobile,US
1007470,10496,2024-10-28 00:00:00,17,4,1014,email,mobile,US
1007471,10496,2024-11-24 11:00:00,68,12,1023,organic,desktop,DE
1007472,10496,2024-06-25 23:00:00,63,6,1046,organic,desktop,US
1007473,10496,2024-04-21 15:00:00,1814,4,1024,organic,mobile,DE
1007474,10496,2024-12-01 12:00:00,21,4,1030,organic,desktop,DE
1007475,10496,2024-07-10 03:00:00,12,7,1038,paid,desktop,DE
1007476,10496,2024-06-01 19:00:00,86,5,1027,organic,desktop,US
1007477,10496,2024-03-27 04:00:00,264,7,1014,email,desktop,DE
1007478,10496,2024-09-15 04:00:00,318,4,1029,organic,desktop,US
1007479,10496,2024-12-24 00:00:00,100,5,1005,direct,mobile,FR
1007480,10496,2024-06-08 18:00:00,157,6,1035,direct,desktop,GB
1007481,10496,2024-12-01 19:00:00,71,2,1014,referral,desktop,GB
1007482,10496,2024-06-07 18:00:00,229,5,1048,paid,desktop,US
1007483,10497,2024-01-17 03:00:00,71,3,1035,organic,desktop,DE
1007484,10497,2024-01-22 01:00:00,126,4,1025,organic,mobile,DE
1007485,10497,2024-01-31 21:00:00,20,7,1010,paid,desktop,CA
1007486,10497,2024-11-07 04:00:00,326,4,1006,email,desktop,AU
1007487,10497,2024-06-10 16:00:00,105,10,1048,referral,desktop,US
1007488,10497,2024-07-25 19:00:00,112,8,1027,direct,desktop,GB
1007489,10497,2024-01-21 06:00:00,516,2,1008,organic,mobile,US
1007490,10497,2024-08-28 22:00:00,75,2,1046,organic,mobile,US
1007491,10497,2024-12-20 17:00:00,113,2,1023,paid,desktop,US
1007492,10497,2024-07-04 18:00:00,53,5,1042,direct,desktop,AU
1007493,10497,2024-09-17 09:00:00,137,3,1045,direct,desktop,JP
1007494,10497,2024-08-07 23:00:00,75,3,1049,referral,desktop,US
1007495,10497,2024-07-16 10:00:00,91,5,1044,paid,mobile,SG
1007496,10497,2024-09-16 04:00:00,845,7,1012,organic,desktop,BR
1007497,10497,2024-03-07 13:00:00,88,4,1040,direct,mobile,US
1007498,10497,2024-01-09 04:00:00,182,5,1030,organic,desktop,US
1007499,10497,2024-04-18 14:00:00,84,3,1019,organic,desktop,IN
1007500,10498,2024-09-06 19:00:00,556,2,1018,referral,desktop,GB
1007501,10498,2024-12-02 09:00:00,577,4,1000,referral,desktop,US
1007502,10498,2024-10-08 16:00:00,349,5,1029,organic,mobile,US
1007503,10498,2024-09-28 15:00:00,421,8,1039,referral,desktop,GB
1007504,10498,2024-09-10 16:00:00,179,5,1006,organic,mobile,US
1007505,10498,2024-09-06 20:00:00,28,3,1014,referral,desktop,US
1007506,10498,2024-10-11 08:00:00,336,2,1031,organic,desktop,CA
1007507,10498,2024-03-18 19:00:00,84,6,1038,social,desktop,AU
1007508,10498,2024-07-26 15:00:00,1370,6,1045,direct,desktop,CA
1007509,10498,2024-04-29 08:00:00,35,2,1002,direct,desktop,BR
1007510,10498,2024-02-24 18:00:00,209,6,1023,organic,desktop,IN
1007511,10498,2024-09-07 08:00:00,206,4,1019,organic,tablet,GB
1007512,10498,2024-04-11 20:00:00,105,6,1023,organic,desktop,DE
1007513,10498,2024-04-04 15:00:00,368,5,1003,paid,desktop,US
1007514,10498,2024-08-01 01:00:00,68,7,1034,organic,desktop,US
1007515,10499,2024-08-15 08:00:00,103,6,1002,referral,desktop,AU
1007516,10499,2024-03-12 22:00:00,1240,6,1034,organic,mobile,US
1007517,10499,2024-10-15 16:00:00,378,4,1038,organic,mobile,US
1007518,10499,2024-08-25 04:00:00,3600,6,1002,social,desktop,US
1007519,10499,2024-03-06 15:00:00,56,7,1045,paid,tablet,FR
1007520,10499,2024-09-03 10:00:00,93,3,1016,referral,mobile,US
1007521,10499,2024-01-28 06:00:00,2208,4,1005,referral,tablet,GB
1007522,10499,2024-05-07 04:00:00,205,2,1010,paid,desktop,CA
1007523,10499,2024-02-01 04:00:00,145,7,1047,paid,desktop,AU
1007524,10499,2024-06-25 12:00:00,45,8,1029,social,mobile,CA
1007525,10499,2024-02-05 15:00:00,46,2,1001,referral,mobile,CA
1007526,10499,2024-10-14 22:00:00,29,7,1041,social,desktop,FR
1007527,10499,2024-09-11 06:00:00,82,4,1038,direct,mobile,GB
1007528,10499,2024-12-17 04:00:00,120,3,1047,social,mobile,US
1007529,10499,2024-10-14 13:00:00,246,4,1007,social,mobile,IN
1007530,10499,2024-11-26 04:00:00,130,3,1022,referral,desktop,IN
1007531,10499,2024-05-13 21:00:00,518,14,1008,organic,mobile,US
1007532,10499,2024-04-18 01:00:00,315,6,1014,direct,desktop,US
1007533,10499,2024-05-17 16:00:00,10,4,1037,organic,mobile,DE
1007534,10499,2024-11-16 04:00:00,168,7,1043,direct,mobile,IN
1007535,10499,2024-06-08 02:00:00,25,6,1041,direct,desktop,AU
1007536,10499,2024-03-21 04:00:00,147,5,1023,email,mobile,SG
1007537,10499,2024-06-30 14:00:00,525,6,1005,direct,mobile,US
1007538,10499,2024-09-23 08:00:00,752,6,1008,referral,desktop,CA
1007539,10500,2024-12-29 06:00:00,119,2,1017,organic,mobile,FR
1007540,10500,2024-09-24 13:00:00,160,4,1040,social,desktop,GB
1007541,10500,2024-02-08 09:00:00,24,2,1043,social,desktop,US
1007542,10500,2024-12-29 13:00:00,153,4,1036,paid,mobile,US
1007543,10500,2024-02-04 14:00:00,412,5,1032,organic,mobile,US
1007544,10500,2024-03-29 22:00:00,216,4,1023,referral,desktop,US
1007545,10500,2024-03-16 12:00:00,133,2,1045,referral,desktop,AU
1007546,10500,2024-07-13 16:00:00,624,7,1002,organic,desktop,US
1007547,10500,2024-02-05 09:00:00,170,7,1016,organic,desktop,US
1007548,10500,2024-03-07 05:00:00,537,8,1010,organic,desktop,JP
1007549,10500,2024-09-24 20:00:00,899,5,1043,paid,mobile,US
1007550,10500,2024-05-03 21:00:00,10,3,1042,organic,tablet,US
1007551,10500,2024-09-19 17:00:00,422,6,1035,organic,mobile,FR
1007552,10500,2024-06-04 13:00:00,223,7,1030,organic,mobile,US
1007553,10500,2024-02-09 17:00:00,35,4,1021,referral,desktop,AU
1007554,10500,2024-11-06 21:00:00,49,6,1003,referral,desktop,US
1007555,10501,2024-07-03 03:00:00,218,2,1037,referral,desktop,FR
1007556,10501,2024-03-29 02:00:00,20,9,1042,social,mobile,CA
1007557,10501,2024-08-06 14:00:00,34,6,1039,direct,mobile,AU
1007558,10501,2024-01-29 03:00:00,676,4,1001,direct,desktop,US
1007559,10501,2024-07-26 22:00:00,39,4,1003,paid,desktop,DE
1007560,10501,2024-10-30 15:00:00,344,4,1035,referral,desktop,CA
1007561,10501,2024-09-20 09:00:00,97,7,1024,organic,desktop,CA
1007562,10501,2024-03-20 19:00:00,75,3,1043,social,desktop,US
1007563,10501,2024-11-30 05:00:00,94,4,1026,social,mobile,GB
1007564,10501,2024-07-18 15:00:00,45,6,1043,organic,desktop,CA
1007565,10501,2024-08-20 04:00:00,1292,10,1038,social,desktop,SG
1007566,10501,2024-10-29 06:00:00,1096,4,1009,referral,desktop,CA
1007567,10501,2024-02-15 07:00:00,184,8,1018,organic,mobile,AU
1007568,10501,2024-07-02 05:00:00,98,3,1020,direct,mobile,US
1007569,10501,2024-12-15 09:00:00,1352,3,1001,paid,mobile,AU
1007570,10501,2024-09-20 13:00:00,28,8,1016,organic,mobile,FR
1007571,10501,2024-06-07 14:00:00,480,9,1008,organic,mobile,GB
1007572,10502,2024-05-08 01:00:00,207,4,1026,email,desktop,US
1007573,10502,2024-11-10 12:00:00,84,5,1035,referral,desktop,AU
1007574,10502,2024-11-18 09:00:00,120,3,1004,referral,desktop,AU
1007575,10502,2024-03-15 15:00:00,1057,6,1048,referral,desktop,US
1007576,10502,2024-06-29 04:00:00,178,5,1037,social,desktop,CA
1007577,10502,2024-05-09 08:00:00,776,2,1042,referral,mobile,DE
1007578,10502,2024-04-26 12:00:00,266,7,1024,direct,desktop,US
1007579,10502,2024-07-13 13:00:00,133,4,1029,organic,desktop,GB
1007580,10502,2024-04-05 00:00:00,228,8,1047,referral,mobile,GB
1007581,10503,2024-11-30 05:00:00,302,5,1041,referral,mobile,DE
1007582,10503,2024-11-22 04:00:00,31,6,1022,referral,desktop,DE
1007583,10503,2024-06-24 21:00:00,309,5,1010,direct,desktop,DE
1007584,10503,2024-01-13 01:00:00,137,6,1043,direct,desktop,AU
1007585,10503,2024-03-21 16:00:00,2860,6,1038,referral,desktop,US
1007586,10503,2024-08-17 07:00:00,266,2,1003,organic,desktop,US
1007587,10503,2024-08-19 06:00:00,176,2,1042,social,desktop,CA
1007588,10503,2024-06-23 02:00:00,387,4,1006,paid,desktop,GB
1007589,10503,2024-10-18 08:00:00,72,6,1002,social,desktop,AU
1007590,10503,2024-08-03 02:00:00,790,5,1002,organic,desktop,US
1007591,10503,2024-03-22 18:00:00,764,7,1037,referral,desktop,DE
1007592,10503,2024-03-06 21:00:00,20,3,1027,social,desktop,IN
1007593,10503,2024-12-29 19:00:00,175,9,1045,organic,desktop,DE
1007594,10503,2024-01-26 02:00:00,41,2,1028,referral,desktop,BR
1007595,10503,2024-10-24 02:00:00,208,13,1013,organic,desktop,US
1007596,10503,2024-11-03 01:00:00,17,4,1006,referral,desktop,US
1007597,10504,2024-04-14 18:00:00,81,8,1000,email,mobile,US
1007598,10504,2024-02-16 05:00:00,347,3,1023,organic,mobile,JP
1007599,10504,2024-11-08 06:00:00,92,4,1004,direct,desktop,FR
1007600,10504,2024-04-13 12:00:00,26,3,1035,social,desktop,IN
1007601,10504,2024-04-02 06:00:00,116,4,1007,paid,tablet,DE
1007602,10504,2024-10-28 05:00:00,80,1,1006,paid,mobile,DE
1007603,10504,2024-05-26 06:00:00,308,2,1003,email,mobile,US
1007604,10504,2024-09-30 19:00:00,90,2,1033,direct,desktop,SG
1007605,10504,2024-07-03 03:00:00,389,7,1044,direct,desktop,CA
1007606,10504,2024-08-05 22:00:00,224,3,1029,organic,desktop,IN
1007607,10504,2024-06-23 13:00:00,82,8,1028,email,mobile,BR
1007608,10504,2024-11-13 13:00:00,242,3,1033,referral,mobile,GB
1007609,10504,2024-08-04 21:00:00,104,4,1037,paid,desktop,GB
1007610,10505,2024-03-24 14:00:00,238,8,1018,referral,mobile,US
1007611,10505,2024-04-08 03:00:00,62,3,1026,organic,desktop,US
1007612,10505,2024-07-16 07:00:00,58,5,1031,organic,desktop,FR
1007613,10505,2024-08-19 05:00:00,689,5,1042,organic,mobile,IN
1007614,10505,2024-06-09 09:00:00,36,7,1030,referral,mobile,US
1007615,10505,2024-05-04 12:00:00,463,2,1030,paid,desktop,GB
1007616,10505,2024-10-03 01:00:00,754,2,1030,paid,mobile,FR
1007617,10505,2024-02-10 17:00:00,107,4,1010,organic,tablet,AU
1007618,10505,2024-01-07 21:00:00,127,9,1049,social,desktop,GB
1007619,10505,2024-09-26 08:00:00,30,3,1048,organic,mobile,AU
1007620,10505,2024-01-08 06:00:00,120,2,1049,organic,desktop,US
1007621,10505,2024-07-24 19:00:00,116,5,1020,organic,desktop,US
1007622,10505,2024-03-12 07:00:00,869,4,1030,organic,mobile,US
1007623,10505,2024-09-26 08:00:00,38,5,1019,social,desktop,JP
1007624,10506,2024-09-26 15:00:00,60,12,1033,paid,desktop,US
1007625,10506,2024-07-25 11:00:00,48,3,1013,organic,tablet,GB
1007626,10506,2024-04-08 06:00:00,262,4,1027,organic,desktop,GB
1007627,10506,2024-06-19 05:00:00,97,2,1028,direct,desktop,US
1007628,10506,2024-10-01 11:00:00,1422,8,1010,referral,mobile,US
1007629,10506,2024-04-14 21:00:00,95,2,1032,organic,desktop,CA
1007630,10506,2024-07-06 22:00:00,22,5,1002,organic,desktop,GB
1007631,10506,2024-06-25 18:00:00,101,8,1010,referral,mobile,IN
1007632,10506,2024-07-07 17:00:00,21,4,1005,social,desktop,US
1007633,10506,2024-06-13 23:00:00,42,6,1039,referral,mobile,FR
1007634,10506,2024-11-26 01:00:00,438,5,1025,referral,desktop,GB
1007635,10507,2024-09-04 19:00:00,139,7,1037,direct,mobile,CA
1007636,10507,2024-12-31 18:00:00,175,3,1033,email,desktop,US
1007637,10507,2024-02-14 07:00:00,71,6,1047,paid,desktop,JP
1007638,10507,2024-11-21 10:00:00,113,6,1000,organic,desktop,US
1007639,10507,2024-11-04 16:00:00,22,7,1040,paid,mobile,US
1007640,10507,2024-04-11 07:00:00,157,6,1029,direct,desktop,AU
1007641,10507,2024-04-08 20:00:00,115,2,1019,organic,mobile,US
1007642,10507,2024-08-17 08:00:00,165,6,1005,paid,mobile,US
1007643,10507,2024-09-06 12:00:00,294,4,1043,organic,mobile,CA
1007644,10507,2024-06-09 09:00:00,34,3,1023,direct,mobile,GB
1007645,10507,2024-12-31 16:00:00,251,2,1042,organic,mobile,DE
1007646,10507,2024-05-14 08:00:00,15,4,1037,direct,desktop,US
1007647,10508,2024-01-19 22:00:00,187,4,1045,organic,mobile,CA
1007648,10508,2024-10-05 09:00:00,1085,5,1037,social,desktop,AU
1007649,10508,2024-04-06 03:00:00,93,5,1008,organic,desktop,AU
1007650,10508,2024-03-07 08:00:00,208,6,1027,organic,mobile,FR
1007651,10508,2024-01-28 03:00:00,106,6,1036,direct,mobile,US
1007652,10508,2024-12-14 23:00:00,13,5,1028,organic,desktop,US
1007653,10508,2024-10-05 02:00:00,113,4,1048,paid,mobile,US
1007654,10508,2024-06-01 12:00:00,832,5,1049,direct,desktop,US
1007655,10508,2024-01-07 10:00:00,138,4,1003,organic,mobile,US
1007656,10508,2024-08-13 06:00:00,898,3,1007,referral,mobile,US
1007657,10508,2024-03-11 14:00:00,427,4,1000,direct,desktop,US
1007658,10508,2024-08-21 17:00:00,160,9,1041,direct,desktop,US
1007659,10509,2024-03-10 06:00:00,908,3,1012,direct,desktop,GB
1007660,10509,2024-10-13 07:00:00,220,2,1015,social,desktop,US
1007661,10509,2024-04-22 23:00:00,50,8,1029,direct,desktop,GB
1007662,10509,2024-11-08 03:00:00,12,4,1028,referral,desktop,SG
1007663,10509,2024-03-14 03:00:00,868,6,1010,organic,mobile,GB
1007664,10509,2024-09-23 02:00:00,62,4,1022,social,desktop,DE
1007665,10509,2024-08-24 01:00:00,100,2,1048,referral,desktop,DE
1007666,10509,2024-11-23 04:00:00,136,5,1030,organic,desktop,SG
1007667,10509,2024-11-11 00:00:00,210,6,1038,paid,tablet,CA
1007668,10509,2024-12-17 14:00:00,75,3,1012,direct,desktop,US
1007669,10509,2024-06-04 12:00:00,439,2,1020,social,desktop,JP
1007670,10509,2024-04-06 11:00:00,195,1,1041,direct,desktop,GB
1007671,10509,2024-01-03 12:00:00,860,3,1035,paid,mobile,US
1007672,10509,2024-08-22 03:00:00,173,4,1032,referral,mobile,DE
1007673,10510,2024-09-02 01:00:00,17,2,1031,referral,desktop,FR
1007674,10510,2024-03-14 11:00:00,16,0,1001,organic,desktop,US
1007675,10510,2024-07-19 14:00:00,407,3,1034,organic,desktop,JP
1007676,10510,2024-08-27 12:00:00,449,3,1025,organic,mobile,US
1007677,10510,2024-10-25 16:00:00,348,3,1003,paid,desktop,US
1007678,10510,2024-05-11 21:00:00,78,7,1038,referral,mobile,AU
1007679,10510,2024-05-24 10:00:00,21,7,1027,direct,desktop,JP
1007680,10510,2024-12-26 18:00:00,1656,3,1035,paid,desktop,DE
1007681,10510,2024-04-05 11:00:00,105,5,1022,organic,desktop,CA
1007682,10510,2024-02-06 10:00:00,356,9,1002,paid,tablet,AU
1007683,10510,2024-01-03 22:00:00,363,5,1026,referral,mobile,FR
1007684,10510,2024-04-09 18:00:00,43,8,1007,referral,desktop,FR
1007685,10510,2024-10-07 19:00:00,125,5,1023,organic,desktop,US
1007686,10510,2024-01-05 20:00:00,353,6,1021,direct,desktop,US
1007687,10510,2024-06-23 07:00:00,48,2,1039,direct,desktop,FR
1007688,10511,2024-12-12 19:00:00,49,5,1021,organic,desktop,DE
1007689,10511,2024-11-19 18:00:00,22,5,1002,direct,desktop,US
1007690,10511,2024-02-14 14:00:00,61,9,1036,email,mobile,GB
1007691,10511,2024-01-02 22:00:00,77,3,1034,social,mobile,SG
1007692,10511,2024-02-16 17:00:00,26,5,1026,paid,desktop,US
1007693,10511,2024-09-03 02:00:00,96,8,1042,paid,desktop,US
1007694,10511,2024-08-12 16:00:00,200,4,1002,referral,desktop,US
1007695,10511,2024-02-15 20:00:00,524,2,1008,direct,desktop,US
1007696,10511,2024-11-08 09:00:00,262,6,1045,social,desktop,FR
1007697,10511,2024-06-19 02:00:00,45,4,1046,referral,desktop,US
1007698,10511,2024-11-09 08:00:00,413,4,1021,direct,desktop,US
1007699,10511,2024-08-13 13:00:00,82,5,1009,direct,desktop,FR
1007700,10511,2024-11-14 20:00:00,222,4,1009,paid,desktop,CA
1007701,10511,2024-05-12 00:00:00,40,4,1044,direct,tablet,DE
1007702,10511,2024-02-28 18:00:00,393,6,1013,direct,tablet,DE
1007703,10511,2024-09-10 08:00:00,75,4,1005,paid,mobile,US
1007704,10511,2024-10-25 16:00:00,195,9,1048,email,desktop,US
1007705,10511,2024-10-26 13:00:00,335,1,1049,referral,mobile,GB
1007706,10512,2024-04-08 00:00:00,82,10,1045,organic,mobile,GB
1007707,10512,2024-07-10 14:00:00,82,9,1010,organic,mobile,CA
1007708,10512,2024-04-19 22:00:00,104,5,1004,paid,mobile,FR
1007709,10512,2024-12-21 21:00:00,274,6,1024,direct,desktop,GB
1007710,10512,2024-11-05 06:00:00,434,2,1028,organic,desktop,US
1007711,10512,2024-04-07 06:00:00,76,7,1048,organic,mobile,US
1007712,10512,2024-03-18 03:00:00,328,3,1031,referral,mobile,US
1007713,10512,2024-07-25 04:00:00,199,6,1000,paid,mobile,US
1007714,10512,2024-09-03 09:00:00,62,6,1017,organic,tablet,US
1007715,10512,2024-07-28 10:00:00,595,5,1000,organic,desktop,US
1007716,10512,2024-04-21 02:00:00,196,6,1033,organic,desktop,BR
1007717,10512,2024-05-13 08:00:00,30,2,1039,organic,mobile,GB
1007718,10513,2024-11-27 00:00:00,137,6,1026,social,desktop,IN
1007719,10513,2024-05-28 22:00:00,117,3,1003,referral,desktop,US
1007720,10513,2024-11-15 07:00:00,323,8,1011,organic,desktop,US
1007721,10513,2024-06-15 17:00:00,411,6,1043,referral,desktop,IN
1007722,10513,2024-04-27 23:00:00,1461,6,1003,paid,mobile,AU
1007723,10513,2024-10-05 00:00:00,428,11,1046,social,mobile,DE
1007724,10513,2024-12-04 21:00:00,35,6,1028,social,desktop,SG
1007725,10513,2024-01-12 14:00:00,266,5,1049,referral,desktop,US
1007726,10513,2024-12-16 10:00:00,1851,5,1031,referral,tablet,US
1007727,10513,2024-03-31 11:00:00,60,4,1031,email,desktop,JP
1007728,10513,2024-01-08 22:00:00,816,1,1018,social,mobile,GB
1007729,10513,2024-04-13 14:00:00,242,8,1029,referral,mobile,FR
1007730,10513,2024-12-17 10:00:00,302,1,1045,paid,desktop,AU
1007731,10513,2024-08-23 15:00:00,224,11,1026,paid,desktop,BR
1007732,10513,2024-12-29 17:00:00,162,10,1029,paid,desktop,DE
1007733,10513,2024-10-06 04:00:00,199,4,1020,referral,desktop,US
1007734,10513,2024-11-15 02:00:00,1809,7,1046,paid,desktop,FR
1007735,10514,2024-12-18 06:00:00,141,5,1003,organic,mobile,IN
1007736,10514,2024-08-20 03:00:00,998,4,1011,organic,desktop,US
1007737,10514,2024-08-02 00:00:00,52,3,1048,paid,desktop,IN
1007738,10514,2024-07-10 06:00:00,38,6,1032,paid,mobile,US
1007739,10514,2024-12-19 02:00:00,62,3,1022,organic,desktop,DE
1007740,10514,2024-09-05 17:00:00,94,5,1042,social,desktop,AU
1007741,10514,2024-03-27 01:00:00,10,5,1022,referral,mobile,FR
1007742,10514,2024-07-22 19:00:00,20,4,1038,paid,mobile,DE
1007743,10514,2024-10-15 21:00:00,88,7,1034,organic,mobile,JP
1007744,10514,2024-01-28 20:00:00,118,6,1001,paid,desktop,US
1007745,10514,2024-12-20 17:00:00,407,2,1037,referral,desktop,US
1007746,10514,2024-05-19 09:00:00,150,8,1028,paid,mobile,CA
1007747,10515,2024-02-01 02:00:00,129,3,1001,referral,desktop,US
1007748,10515,2024-08-06 17:00:00,264,6,1049,paid,mobile,US
1007749,10515,2024-11-11 02:00:00,304,4,1014,social,mobile,US
1007750,10515,2024-10-02 15:00:00,63,7,1032,organic,desktop,DE
1007751,10515,2024-02-06 03:00:00,43,8,1011,referral,tablet,US
1007752,10515,2024-01-22 09:00:00,94,7,1015,referral,mobile,US
1007753,10515,2024-10-14 15:00:00,74,4,1029,organic,desktop,IN
1007754,10515,2024-03-16 21:00:00,477,4,1005,organic,desktop,US
1007755,10515,2024-03-25 03:00:00,48,2,1012,organic,desktop,US
1007756,10515,2024-07-05 09:00:00,28,3,1038,direct,desktop,DE
1007757,10515,2024-09-12 05:00:00,1002,4,1002,referral,mobile,US
1007758,10515,2024-11-02 21:00:00,54,3,1015,social,mobile,US
1007759,10515,2024-05-10 06:00:00,92,6,1039,social,desktop,US
1007760,10515,2024-07-11 23:00:00,104,3,1046,social,desktop,US
1007761,10515,2024-05-21 19:00:00,776,4,1004,email,desktop,FR
1007762,10515,2024-01-10 12:00:00,63,6,1014,direct,mobile,DE
1007763,10515,2024-03-16 10:00:00,1173,4,1049,organic,mobile,US
1007764,10516,2024-11-25 09:00:00,135,5,1043,referral,desktop,US
1007765,10516,2024-03-10 09:00:00,56,1,1006,organic,desktop,CA
1007766,10516,2024-05-29 20:00:00,386,6,1003,referral,desktop,US
1007767,10516,2024-04-10 02:00:00,1068,7,1033,organic,mobile,AU
1007768,10516,2024-06-26 13:00:00,3250,9,1043,organic,desktop,US
1007769,10516,2024-07-31 12:00:00,42,2,1002,organic,mobile,DE
1007770,10516,2024-01-07 04:00:00,100,5,1048,organic,desktop,US
1007771,10516,2024-03-27 09:00:00,340,8,1038,social,desktop,AU
1007772,10516,2024-09-18 04:00:00,18,7,1018,organic,mobile,US
1007773,10516,2024-07-26 15:00:00,33,4,1012,paid,desktop,US
1007774,10516,2024-12-12 13:00:00,1047,5,1008,paid,mobile,US
1007775,10516,2024-09-17 14:00:00,115,4,1025,social,desktop,BR
1007776,10516,2024-07-23 16:00:00,137,6,1001,organic,tablet,CA
1007777,10516,2024-05-20 20:00:00,51,2,1024,organic,desktop,CA
1007778,10516,2024-05-10 11:00:00,92,7,1045,direct,mobile,GB
1007779,10516,2024-05-12 11:00:00,80,3,1039,organic,desktop,SG
1007780,10516,2024-01-24 03:00:00,1133,4,1011,referral,mobile,FR
1007781,10516,2024-07-08 12:00:00,33,8,1045,organic,mobile,US
1007782,10516,2024-03-08 22:00:00,1625,4,1038,email,desktop,IN
1007783,10517,2024-01-13 23:00:00,101,6,1031,email,desktop,US
1007784,10517,2024-01-28 06:00:00,255,4,1042,social,mobile,US
1007785,10517,2024-09-11 16:00:00,58,3,1049,organic,desktop,US
1007786,10517,2024-11-24 00:00:00,53,4,1028,direct,desktop,DE
1007787,10517,2024-10-18 06:00:00,42,7,1019,referral,desktop,US
1007788,10517,2024-05-31 21:00:00,144,3,1047,organic,desktop,AU
1007789,10517,2024-10-25 18:00:00,164,9,1026,organic,desktop,US
1007790,10517,2024-09-10 18:00:00,419,3,1033,direct,desktop,GB
1007791,10517,2024-03-28 09:00:00,763,9,1029,organic,desktop,GB
1007792,10517,2024-06-01 02:00:00,409,3,1042,social,desktop,US
1007793,10517,2024-01-14 16:00:00,69,2,1036,email,desktop,BR
1007794,10517,2024-03-06 00:00:00,134,8,1045,paid,desktop,GB
1007795,10517,2024-10-13 18:00:00,56,8,1003,organic,desktop,CA
1007796,10517,2024-10-16 14:00:00,197,2,1045,direct,desktop,GB
1007797,10518,2024-05-13 23:00:00,656,4,1034,paid,desktop,US
1007798,10518,2024-01-22 21:00:00,152,3,1019,social,desktop,US
1007799,10518,2024-08-26 14:00:00,3600,7,1027,paid,mobile,DE
1007800,10518,2024-01-15 04:00:00,58,6,1029,organic,desktop,US
1007801,10518,2024-05-10 11:00:00,59,5,1024,paid,desktop,CA
1007802,10518,2024-04-29 03:00:00,127,6,1036,direct,desktop,US
1007803,10518,2024-11-02 22:00:00,288,4,1029,referral,desktop,US
1007804,10518,2024-05-04 17:00:00,133,7,1012,referral,mobile,CA
1007805,10518,2024-12-21 02:00:00,446,9,1014,paid,mobile,IN
1007806,10518,2024-03-28 13:00:00,90,7,1043,referral,desktop,US
1007807,10518,2024-06-07 08:00:00,58,3,1024,social,tablet,IN
1007808,10518,2024-11-18 01:00:00,335,6,1016,social,mobile,US
1007809,10518,2024-12-09 13:00:00,173,9,1032,direct,desktop,US
1007810,10518,2024-02-17 15:00:00,21,3,1013,referral,desktop,JP
1007811,10518,2024-05-28 19:00:00,93,5,1042,direct,desktop,US
1007812,10518,2024-03-24 22:00:00,266,6,1038,paid,desktop,DE
1007813,10518,2024-06-09 11:00:00,56,6,1040,organic,desktop,AU
1007814,10518,2024-01-13 01:00:00,202,6,1041,paid,desktop,SG
1007815,10518,2024-02-04 11:00:00,21,4,1040,referral,mobile,DE
1007816,10518,2024-03-15 01:00:00,74,6,1009,referral,mobile,US
1007817,10518,2024-04-23 12:00:00,35,1,1034,direct,desktop,US
1007818,10518,2024-07-19 23:00:00,51,5,1031,organic,desktop,DE
