ticket_id,person_id,company_id,created_at,resolved_at,priority,category,campaign_id
71438,10464,5042,2024-03-23 14:00:00,2024-05-04 20:00:00,medium,account,1048
71439,10464,5193,2024-03-07 20:00:00,2024-10-14 10:00:00,medium,bug,1026
71440,10464,5176,2024-08-29 23:00:00,2024-01-03 20:00:00,low,security,1028
71441,10464,5032,2024-04-30 07:00:00,2024-06-16 17:00:00,high,bug,1011
71442,10464,5068,2024-09-21 23:00:00,2024-10-22 17:00:00,medium,feature_request,1016
71443,10465,5149,2024-01-10 20:00:00,2024-08-21 16:00:00,high,how_to,1007
71444,10465,5198,2024-08-03 20:00:00,2024-07-19 12:00:00,high,performance,1000
71445,10466,5012,2024-11-02 13:00:00,2024-02-10 21:00:00,medium,account,1030
71446,10466,5086,2024-04-25 03:00:00,2024-05-04 22:00:00,low,bug,1019
71447,10467,5101,2024-07-02 07:00:00,2024-02-16 18:00:00,high,feature_request,1013
71448,10467,5054,2024-03-29 06:00:00,2024-04-03 02:00:00,low,how_to,1043
71449,10468,5144,2024-02-28 11:00:00,2024-07-29 05:00:00,low,billing,1004
71450,10468,5025,2024-06-24 14:00:00,2024-02-28 14:00:00,medium,performance,1022
71451,10468,5012,2024-02-28 08:00:00,2024-10-26 03:00:00,low,performance,1005
71452,10469,5130,2024-06-20 00:00:00,2024-02-25 02:00:00,low,bug,1014
71453,10469,5081,2024-03-31 16:00:00,2024-12-23 22:00:00,low,how_to,1044
71454,10469,5126,2024-10-01 05:00:00,2024-09-21 11:00:00,low,how_to,1028
71455,10470,5157,2024-09-06 19:00:00,2024-05-29 19:00:00,medium,billing,1041
71456,10470,5155,2024-05-31 15:00:00,2024-02-11 14:00:00,medium,how_to,1028
71457,10470,5115,2024-08-03 18:00:00,2024-06-05 02:00:00,low,bug,1037
71458,10471,5024,2024-08-22 15:00:00,2024-12-19 17:00:00,low,security,1042
71459,10471,5099,2024-03-13 00:00:00,2024-09-01 02:00:00,critical,account,1033
71460,10472,5125,2024-03-23 23:00:00,2024-12-01 17:00:00,high,account,1024
71461,10472,5002,2024-11-21 03:00:00,2024-05-03 18:00:00,high,billing,1008
71462,10473,5135,2024-04-17 00:00:00,2024-06-27 13:00:00,medium,feature_request,1023
71463,10473,5139,2024-03-07 18:00:00,2024-06-23 14:00:00,medium,billing,1016
71464,10474,5158,2024-06-08 19:00:00,2024-10-27 01:00:00,medium,bug,1022
71465,10474,5031,2024-11-23 23:00:00,2024-12-04 12:00:00,medium,billing,1021
71466,10474,5003,2024-04-29 16:00:00,2024-07-01 03:00:00,medium,security,1014
71467,10474,5093,2024-11-22 12:00:00,2024-06-18 14:00:00,high,feature_request,1040
71468,10474,5077,2024-08-29 04:00:00,2024-03-01 08:00:00,high,bug,1012
71469,10475,5107,2024-05-11 04:00:00,2024-04-22 16:00:00,critical,bug,1009
71470,10475,5114,2024-08-14 10:00:00,2024-10-18 01:00:00,low,account,1005
71471,10475,5167,2024-01-04 06:00:00,2024-07-18 04:00:00,low,integration,1048
71472,10476,5099,2024-03-06 07:00:00,2024-04-05 04:00:00,medium,billing,1031
71473,10476,5032,2024-12-12 01:00:00,2024-05-20 21:00:00,medium,how_to,1041
71474,10477,5157,2024-05-21 05:00:00,2024-09-02 16:00:00,low,feature_request,1017
71475,10477,5054,2024-04-30 14:00:00,2024-11-04 07:00:00,critical,feature_request,1018
71476,10478,5160,2024-03-17 03:00:00,2024-08-26 19:00:00,low,performance,1040
71477,10478,5082,2024-10-22 10:00:00,2024-03-15 01:00:00,medium,bug,1030
71478,10479,5127,2024-02-10 04:00:00,2024-01-03 12:00:00,medium,billing,1001
71479,10479,5185,2024-08-29 02:00:00,2024-06-21 02:00:00,critical,performance,1008
71480,10480,5177,2024-02-13 22:00:00,2024-11-29 04:00:00,high,bug,1029
71481,10481,5033,2024-11-07 13:00:00,2024-07-06 01:00:00,high,security,1037
71482,10481,5052,2024-07-13 12:00:00,2024-09-24 18:00:00,critical,feature_request,1034
71483,10481,5086,2024-12-03 02:00:00,2024-10-09 12:00:00,high,how_to,1037
71484,10481,5032,2024-01-23 23:00:00,2024-03-16 05:00:00,high,bug,1003
71485,10481,5039,2024-06-10 13:00:00,2024-08-17 20:00:00,high,feature_request,1002
71486,10481,5191,2024-01-01 07:00:00,2024-02-03 08:00:00,high,billing,1025
71487,10481,5097,2024-04-13 11:00:00,2024-02-05 23:00:00,medium,bug,1027
71488,10482,5135,2024-10-06 03:00:00,2024-01-28 06:00:00,low,account,1036
71489,10482,5121,2024-01-24 10:00:00,2024-05-17 17:00:00,high,bug,1004
71490,10483,5091,2024-02-08 02:00:00,2024-05-08 09:00:00,high,account,1032
71491,10483,5049,2024-08-16 08:00:00,2024-12-14 11:00:00,medium,billing,1007
71492,10483,5171,2024-02-13 16:00:00,2024-05-07 11:00:00,low,account,1021
71493,10483,5121,2024-08-11 01:00:00,2024-11-28 03:00:00,medium,feature_request,1012
71494,10484,5016,2024-09-10 13:00:00,2024-02-05 05:00:00,low,bug,1020
71495,10484,5004,2024-05-03 18:00:00,2024-10-06 12:00:00,high,performance,1048
71496,10485,5000,2024-06-24 20:00:00,2024-09-30 03:00:00,low,feature_request,1042
71497,10485,5045,2024-06-12 13:00:00,2024-07-23 06:00:00,low,security,1030
71498,10486,5163,2024-03-11 05:00:00,2024-11-02 00:00:00,high,performance,1033
71499,10486,5059,2024-12-13 14:00:00,2024-06-05 14:00:00,low,performance,1008
71500,10486,5129,2024-10-15 14:00:00,2024-04-06 06:00:00,low,bug,1012
71501,10487,5101,2024-09-29 15:00:00,2024-05-15 01:00:00,low,integration,1045
71502,10488,5100,2024-02-12 22:00:00,2024-08-28 23:00:00,high,feature_request,1004
71503,10489,5034,2024-11-15 19:00:00,2024-03-29 23:00:00,low,bug,1028
71504,10489,5095,2024-06-13 11:00:00,2024-03-12 04:00:00,medium,billing,1043
71505,10489,5138,2024-11-11 14:00:00,2024-06-18 00:00:00,high,integration,1040
71506,10490,5040,2024-11-19 21:00:00,2024-02-23 10:00:00,low,integration,1018
71507,10491,5155,2024-10-27 09:00:00,2024-11-20 00:00:00,low,bug,1035
71508,10491,5022,2024-09-10 14:00:00,2024-08-12 17:00:00,high,feature_request,1028
71509,10491,5125,2024-01-09 16:00:00,2024-06-14 05:00:00,high,performance,1046
71510,10491,5029,2024-10-14 10:00:00,2024-07-04 06:00:00,low,how_to,1031
71511,10492,5112,2024-06-19 10:00:00,2024-08-21 14:00:00,medium,bug,1022
71512,10492,5103,2024-10-31 23:00:00,2024-08-09 00:00:00,low,how_to,1034
71513,10492,5164,2024-06-16 18:00:00,2024-06-09 08:00:00,medium,billing,1033
71514,10493,5099,2024-06-17 21:00:00,2024-10-20 07:00:00,low,how_to,1041
71515,10493,5047,2024-04-29 11:00:00,2024-11-24 20:00:00,medium,security,1049
71516,10494,5188,2024-10-22 08:00:00,2024-02-12 20:00:00,medium,bug,1027
71517,10496,5197,2024-02-08 12:00:00,2024-01-23 19:00:00,low,bug,1044
71518,10496,5028,2024-06-13 08:00:00,2024-10-06 04:00:00,critical,performance,1004
71519,10496,5158,2024-09-12 19:00:00,2024-07-09 10:00:00,low,account,1045
71520,10497,5149,2024-09-12 12:00:00,2024-04-20 20:00:00,low,account,1021
71521,10497,5034,2024-10-17 10:00:00,2024-08-24 03:00:00,low,bug,1048
71522,10498,5142,2024-02-23 23:00:00,2024-10-02 05:00:00,low,how_to,1021
71523,10498,5147,2024-05-20 17:00:00,2024-03-01 07:00:00,high,bug,1021
71524,10498,5051,2024-01-04 22:00:00,2024-02-24 04:00:00,medium,bug,1039
71525,10498,5023,2024-07-16 08:00:00,2024-04-05 20:00:00,high,bug,1038
71526,10499,5172,2024-03-14 05:00:00,2024-10-26 12:00:00,high,how_to,1039
71527,10500,5136,2024-12-17 00:00:00,2024-10-10 06:00:00,medium,bug,1037
71528,10500,5065,2024-12-30 00:00:00,2024-10-08 13:00:00,low,bug,1035
71529,10501,5042,2024-07-23 23:00:00,2024-06-11 17:00:00,low,feature_request,1001
71530,10502,5117,2024-01-03 16:00:00,2024-11-27 06:00:00,low,feature_request,1011
71531,10502,5076,2024-10-13 21:00:00,2024-10-23 16:00:00,low,billing,1015
71532,10502,5190,2024-08-18 19:00:00,2024-06-26 08:00:00,medium,bug,1022
71533,10503,5030,2024-04-20 02:00:00,2024-08-20 08:00:00,high,feature_request,1025
71534,10503,5107,2024-09-17 22:00:00,2024-05-24 07:00:00,low,billing,1033
71535,10504,5043,2024-08-04 19:00:00,2024-03-11 17:00:00,medium,how_to,1018
71536,10504,5058,2024-06-21 06:00:00,2024-02-04 19:00:00,low,how_to,1037
71537,10504,5115,2024-01-01 00:00:00,2024-08-02 01:00:00,medium,bug,1033
71538,10505,5155,2024-01-27 16:00:00,2024-02-21 06:00:00,low,bug,1015
71539,10505,5152,2024-07-03 08:00:00,2024-10-29 10:00:00,medium,how_to,1035
71540,10505,5028,2024-06-20 08:00:00,2024-02-09 15:00:00,medium,bug,1046
71541,10505,5032,2024-05-31 06:00:00,2024-04-29 06:00:00,low,feature_request,1023
71542,10505,5144,2024-12-26 21:00:00,2024-08-25 21:00:00,medium,performance,1038
71543,10505,5194,2024-01-26 17:00:00,2024-12-10 23:00:00,low,integration,1035
71544,10505,5002,2024-06-17 14:00:00,2024-04-03 19:00:00,medium,integration,1020
71545,10505,5169,2024-02-23 22:00:00,2024-02-29 04:00:00,high,bug,1043
71546,10506,5039,2024-12-25 17:00:00,2024-11-18 16:00:00,medium,bug,1027
71547,10506,5047,2024-06-05 19:00:00,2024-01-20 09:00:00,high,integration,1003
71548,10506,5070,2024-07-20 08:00:00,2024-09-18 12:00:00,low,feature_request,1042
71549,10507,5079,2024-03-01 05:00:00,2024-03-24 05:00:00,low,account,1027
71550,10507,5086,2024-02-05 02:00:00,2024-08-25 01:00:00,low,bug,1005
71551,10507,5199,2024-07-22 06:00:00,2024-04-14 02:00:00,low,performance,1034
71552,10507,5193,2024-07-21 11:00:00,2024-07-08 20:00:00,medium,integration,1020
71553,10509,5005,2024-01-09 17:00:00,2024-07-26 20:00:00,high,bug,1010
71554,10509,5176,2024-04-18 05:00:00,2024-04-05 17:00:00,medium,bug,1002
71555,10509,5177,2024-05-29 02:00:00,2024-04-23 06:00:00,medium,bug,1005
71556,10509,5120,2024-04-02 07:00:00,2024-09-01 04:00:00,high,bug,1034
71557,10509,5159,2024-05-24 15:00:00,2024-07-27 09:00:00,high,security,1010
71558,10510,5068,2024-03-23 11:00:00,2024-10-15 19:00:00,medium,feature_request,1006
71559,10510,5055,2024-04-11 17:00:00,2024-07-10 07:00:00,medium,feature_request,1021
71560,10510,5046,2024-06-28 12:00:00,2024-06-06 09:00:00,low,billing,1003
71561,10510,5124,2024-11-19 09:00:00,2024-09-23 06:00:00,medium,integration,1009
71562,10511,5128,2024-10-15 18:00:00,2024-02-14 15:00:00,low,how_to,1035
71563,10512,5043,2024-09-10 15:00:00,2024-12-13 10:00:00,low,how_to,1003
71564,10512,5121,2024-07-31 05:00:00,2024-09-09 02:00:00,high,feature_request,1043
71565,10512,5132,2024-09-01 23:00:00,2024-02-08 19:00:00,high,feature_request,1037
71566,10512,5163,2024-06-05 22:00:00,2024-04-23 20:00:00,medium,bug,1006
71567,10512,5191,2024-06-23 06:00:00,2024-04-13 23:00:00,high,security,1009
71568,10513,5188,2024-01-25 16:00:00,2024-11-15 19:00:00,low,bug,1047
71569,10513,5116,2024-01-30 20:00:00,2024-03-02 03:00:00,low,bug,1007
71570,10513,5074,2024-06-28 08:00:00,2024-02-04 12:00:00,medium,billing,1046
71571,10513,5062,2024-02-17 17:00:00,2024-01-21 20:00:00,low,feature_request,1012
71572,10514,5027,2024-03-03 08:00:00,2024-09-23 10:00:00,high,how_to,1015
71573,10514,5085,2024-12-20 21:00:00,2024-04-04 15:00:00,low,feature_request,1009
71574,10514,5065,2024-09-12 09:00:00,2024-12-12 15:00:00,low,how_to,1011
71575,10514,5179,2024-11-11 13:00:00,2024-11-20 23:00:00,low,bug,1016
71576,10516,5172,2024-05-04 05:00:00,2024-01-02 06:00:00,low,bug,1009
71577,10516,5030,2024-02-18 08:00:00,2024-10-10 18:00:00,low,account,1035
71578,10516,5078,2024-07-14 01:00:00,2024-06-09 23:00:00,high,feature_request,1013
71579,10516,5135,2024-11-15 00:00:00,2024-05-27 11:00:00,medium,integration,1042
71580,10517,5010,2024-08-20 23:00:00,2024-07-03 05:00:00,low,security,1025
71581,10517,5105,2024-01-18 08:00:00,2024-08-02 17:00:00,medium,account,1044
71582,10517,5037,2024-05-09 17:00:00,2024-11-25 23:00:00,low,integration,1020
71583,10517,5120,2024-04-20 05:00:00,2024-12-20 01:00:00,high,how_to,1005
71584,10517,5183,2024-06-06 19:00:00,2024-03-07 16:00:00,medium,how_to,1024
71585,10517,5011,2024-05-29 14:00:00,2024-08-08 00:00:00,low,security,1040
71586,10517,5161,2024-05-24 19:00:00,2024-04-05 13:00:00,high,billing,1034
71587,10517,5148,2024-03-18 04:00:00,2024-08-16 23:00:00,medium,feature_request,1029
71588,10518,5092,2024-07-24 12:00:00,2024-08-14 00:00:00,high,billing,1020
71589,10518,5062,2024-10-21 16:00:00,2024-01-29 08:00:00,high,feature_request,1027
71590,10518,5102,2024-05-04 11:00:00,2024-12-24 01:00:00,low,feature_request,1004
71591,10518,5098,2024-11-07 03:00:00,2024-11-26 10:00:00,high,integration,1009
71592,10518,5136,2024-09-16 03:00:00,2024-12-12 14:00:00,medium,how_to,1049
71593,10518,5115,2024-07-10 00:00:00,2024-04-21 08:00:00,medium,how_to,1014
71594,10519,5107,2024-11-01 04:00:00,2024-06-04 03:00:00,medium,how_to,1045
71595,10519,5124,2024-02-29 19:00:00,2024-06-06 09:00:00,low,bug,1030
71596,10519,5166,2024-07-02 11:00:00,2024-06-18 10:00:00,medium,feature_request,1049
71597,10519,5168,2024-12-17 18:00:00,2024-10-06 02:00:00,high,bug,1017
71598,10519,5104,2024-04-02 10:00:00,2024-05-04 08:00:00,low,how_to,1028
71599,10520,5048,2024-02-09 06:00:00,2024-04-24 16:00:00,low,how_to,1007
71600,10520,5072,2024-11-06 04:00:00,2024-07-07 06:00:00,medium,integration,1009
71601,10521,5044,2024-12-28 15:00:00,2024-04-25 05:00:00,low,security,1008
71602,10521,5076,2024-03-01 23:00:00,2024-06-24 00:00:00,low,feature_request,1046
71603,10522,5026,2024-01-16 18:00:00,2024-10-20 01:00:00,low,performance,1032
71604,10523,5197,2024-01-13 20:00:00,2024-01-26 11:00:00,medium,performance,1016
71605,10523,5189,2024-04-21 14:00:00,2024-07-05 02:00:00,low,account,1036
71606,10523,5010,2024-11-17 12:00:00,2024-04-19 17:00:00,medium,bug,1015
71607,10524,5044,2024-06-21 00:00:00,2024-10-15 08:00:00,high,feature_request,1011
71608,10525,5132,2024-03-27 17:00:00,2024-11-27 21:00:00,medium,how_to,1008
71609,10526,5013,2024-11-24 16:00:00,2024-03-21 03:00:00,low,bug,1039
71610,10526,5083,2024-03-20 07:00:00,2024-11-02 09:00:00,high,feature_request,1040
71611,10526,5116,2024-05-08 18:00:00,2024-02-13 23:00:00,low,account,1010
71612,10527,5017,2024-04-29 00:00:00,2024-12-30 06:00:00,low,how_to,1015
71613,10529,5061,2024-10-18 09:00:00,2024-03-18 10:00:00,medium,how_to,1048
71614,10529,5064,2024-08-18 19:00:00,2024-12-24 11:00:00,low,how_to,1011
71615,10529,5107,2024-12-24 02:00:00,2024-03-07 19:00:00,medium,how_to,1031
71616,10529,5103,2024-03-17 01:00:00,2024-12-03 18:00:00,low,billing,1048
71617,10530,5013,2024-06-21 02:00:00,2024-01-12 12:00:00,low,how_to,1049
71618,10531,5079,2024-09-21 18:00:00,2024-08-22 22:00:00,low,bug,1040
71619,10531,5185,2024-01-23 11:00:00,2024-03-29 10:00:00,medium,integration,1015
71620,10531,5139,2024-03-13 12:00:00,2024-04-02 13:00:00,medium,how_to,1012
71621,10531,5014,2024-04-28 06:00:00,2024-08-11 05:00:00,low,integration,1024
71622,10531,5173,2024-01-07 17:00:00,2024-12-28 23:00:00,critical,integration,1007
71623,10531,5099,2024-11-06 17:00:00,2024-10-18 09:00:00,medium,how_to,1021
71624,10532,5017,2024-03-04 22:00:00,2024-03-30 17:00:00,low,security,1020
71625,10532,5008,2024-03-09 02:00:00,2024-07-11 02:00:00,low,bug,1003
71626,10533,5008,2024-02-24 06:00:00,2024-12-03 05:00:00,low,feature_request,1008
71627,10533,5025,2024-09-05 04:00:00,2024-11-25 10:00:00,medium,account,1047
71628,10534,5173,2024-12-24 18:00:00,2024-02-22 08:00:00,low,feature_request,1018
71629,10534,5004,2024-10-11 02:00:00,2024-12-06 13:00:00,low,security,1007
71630,10534,5191,2024-08-31 05:00:00,2024-10-25 20:00:00,low,how_to,1001
71631,10534,5081,2024-05-13 16:00:00,2024-05-13 17:00:00,high,feature_request,1022
71632,10534,5146,2024-03-26 11:00:00,2024-09-21 20:00:00,medium,feature_request,1031
71633,10534,5091,2024-06-24 04:00:00,2024-03-31 02:00:00,medium,how_to,1018
71634,10535,5109,2024-02-02 09:00:00,2024-12-07 23:00:00,medium,billing,1018
71635,10535,5097,2024-10-22 18:00:00,2024-04-27 04:00:00,medium,how_to,1005
71636,10535,5053,2024-12-29 21:00:00,2024-07-16 18:00:00,high,security,1044
71637,10535,5045,2024-01-27 21:00:00,2024-11-03 12:00:00,medium,security,1006
71638,10536,5071,2024-01-28 22:00:00,2024-06-21 10:00:00,medium,integration,1000
71639,10536,5018,2024-02-19 14:00:00,2024-08-02 16:00:00,high,account,1037
71640,10536,5129,2024-05-02 08:00:00,2024-09-04 03:00:00,medium,bug,1045
71641,10536,5039,2024-08-01 02:00:00,2024-03-23 01:00:00,low,performance,1009
71642,10537,5098,2024-08-31 15:00:00,2024-12-30 01:00:00,medium,how_to,1032
71643,10538,5188,2024-08-30 19:00:00,2024-06-13 13:00:00,high,integration,1020
71644,10539,5151,2024-08-16 12:00:00,2024-06-24 09:00:00,low,performance,1008
71645,10539,5177,2024-10-17 06:00:00,2024-01-29 10:00:00,low,performance,1045
71646,10539,5198,2024-09-02 14:00:00,2024-08-02 14:00:00,medium,bug,1047
71647,10540,5196,2024-09-15 01:00:00,2024-01-14 06:00:00,low,billing,1047
71648,10540,5145,2024-02-17 15:00:00,2024-11-18 20:00:00,high,bug,1022
71649,10541,5157,2024-03-04 06:00:00,2024-09-20 09:00:00,high,performance,1022
71650,10541,5115,2024-09-29 14:00:00,2024-08-13 02:00:00,medium,bug,1009
71651,10541,5156,2024-10-01 08:00:00,2024-07-19 09:00:00,medium,feature_request,1024
71652,10542,5072,2024-10-09 08:00:00,2024-06-13 15:00:00,medium,bug,1020
71653,10543,5106,2024-02-04 10:00:00,2024-12-19 06:00:00,low,bug,1034
71654,10543,5019,2024-03-28 05:00:00,2024-09-03 23:00:00,low,account,1034
71655,10544,5126,2024-08-12 04:00:00,2024-10-24 04:00:00,medium,account,1038
71656,10544,5085,2024-03-11 23:00:00,2024-05-18 15:00:00,medium,feature_request,1001
71657,10544,5059,2024-08-22 04:00:00,2024-12-14 16:00:00,low,bug,1032
71658,10544,5168,2024-07-24 01:00:00,2024-02-29 11:00:00,high,bug,1011
71659,10544,5065,2024-09-27 22:00:00,2024-01-24 07:00:00,high,feature_request,1036
71660,10544,5120,2024-11-27 19:00:00,2024-02-02 22:00:00,high,billing,1004
71661,10545,5022,2024-09-19 10:00:00,2024-03-15 12:00:00,medium,feature_request,1011
71662,10545,5161,2024-06-28 07:00:00,2024-04-11 18:00:00,medium,billing,1024
71663,10545,5137,2024-08-14 01:00:00,2024-01-16 21:00:00,low,security,1015
71664,10545,5198,2024-02-11 12:00:00,2024-02-11 21:00:00,medium,integration,1015
71665,10545,5136,2024-01-23 15:00:00,2024-12-08 21:00:00,high,billing,1043
71666,10546,5136,2024-01-27 22:00:00,2024-10-27 02:00:00,high,bug,1040
71667,10546,5058,2024-07-01 11:00:00,2024-04-17 04:00:00,medium,feature_request,1027
71668,10547,5014,2024-04-19 04:00:00,2024-03-27 09:00:00,medium,billing,1027
71669,10547,5059,2024-02-27 01:00:00,2024-11-10 00:00:00,medium,how_to,1042
71670,10547,5115,2024-10-28 07:00:00,2024-06-05 00:00:00,high,feature_request,1006
71671,10548,5077,2024-01-14 10:00:00,2024-01-08 12:00:00,high,bug,1007
71672,10548,5068,2024-11-25 00:00:00,2024-10-26 15:00:00,medium,bug,1006
71673,10548,5128,2024-01-13 09:00:00,2024-01-30 03:00:00,medium,security,1040
71674,10549,5014,2024-05-13 15:00:00,2024-05-26 08:00:00,low,bug,1020
71675,10550,5187,2024-07-04 00:00:00,2024-12-09 18:00:00,medium,bug,1005
71676,10550,5078,2024-12-31 14:00:00,2024-08-24 16:00:00,medium,feature_request,1013
71677,10551,5183,2024-05-16 11:00:00,2024-04-08 00:00:00,low,security,1040
71678,10551,5021,2024-01-23 03:00:00,2024-04-14 06:00:00,high,billing,1025
71679,10552,5065,2024-06-07 05:00:00,2024-09-14 07:00:00,medium,billing,1015
71680,10552,5131,2024-11-02 18:00:00,2024-12-23 05:00:00,high,bug,1013
71681,10552,5026,2024-03-16 01:00:00,2024-09-28 05:00:00,medium,feature_request,1013
71682,10552,5125,2024-10-15 14:00:00,2024-05-06 04:00:00,high,integration,1039
71683,10553,5141,2024-09-16 06:00:00,2024-06-16 22:00:00,high,performance,1007
71684,10553,5020,2024-08-10 00:00:00,2024-02-19 09:00:00,low,how_to,1011
71685,10553,5186,2024-04-03 18:00:00,2024-05-10 21:00:00,low,billing,1019
71686,10554,5035,2024-08-08 20:00:00,2024-04-21 05:00:00,low,security,1016
71687,10554,5047,2024-05-21 09:00:00,2024-02-14 23:00:00,medium,account,1003
71688,10554,5040,2024-04-07 10:00:00,2024-01-20 10:00:00,critical,security,1036
71689,10556,5176,2024-06-08 13:00:00,2024-05-31 23:00:00,medium,feature_request,1009
71690,10556,5061,2024-05-17 23:00:00,2024-06-28 06:00:00,critical,feature_request,1024
71691,10557,5031,2024-10-24 16:00:00,2024-10-09 02:00:00,medium,account,1019
71692,10557,5097,2024-11-22 07:00:00,2024-02-22 10:00:00,medium,integration,1014
71693,10557,5040,2024-06-17 07:00:00,2024-11-05 01:00:00,high,bug,1012
71694,10558,5003,2024-02-16 12:00:00,2024-05-11 17:00:00,low,bug,1006
71695,10558,5064,2024-04-26 00:00:00,2024-05-26 19:00:00,medium,billing,1036
71696,10559,5152,2024-01-09 02:00:00,2024-06-02 01:00:00,high,bug,1025
71697,10559,5184,2024-10-25 22:00:00,2024-10-10 09:00:00,low,how_to,1042
71698,10560,5114,2024-01-04 00:00:00,2024-04-11 02:00:00,low,how_to,1001
71699,10561,5193,2024-05-27 03:00:00,2024-11-06 17:00:00,low,account,1012
71700,10562,5151,2024-03-03 09:00:00,2024-04-27 13:00:00,critical,bug,1019
71701,10563,5086,2024-02-15 12:00:00,2024-07-15 23:00:00,low,performance,1047
71702,10563,5092,2024-06-25 12:00:00,2024-12-23 09:00:00,low,how_to,1044
71703,10563,5166,2024-12-18 23:00:00,2024-09-11 07:00:00,medium,bug,1036
71704,10564,5047,2024-03-16 21:00:00,2024-11-30 11:00:00,medium,bug,1007
71705,10564,5146,2024-10-25 02:00:00,2024-10-02 08:00:00,low,performance,1009
71706,10565,5010,2024-08-17 01:00:00,2024-05-07 04:00:00,medium,account,1008
71707,10565,5171,2024-04-05 00:00:00,2024-07-23 00:00:00,medium,billing,1030
71708,10566,5051,2024-10-18 00:00:00,2024-08-14 16:00:00,low,billing,1003
71709,10566,5022,2024-06-11 14:00:00,2024-01-13 04:00:00,medium,feature_request,1038
71710,10566,5170,2024-07-03 03:00:00,2024-01-25 01:00:00,low,how_to,1014
71711,10566,5190,2024-01-03 18:00:00,2024-08-18 10:00:00,low,how_to,1040
71712,10566,5015,2024-11-27 13:00:00,2024-12-21 04:00:00,high,performance,1006
71713,10566,5087,2024-03-26 23:00:00,2024-09-03 18:00:00,high,how_to,1048
71714,10567,5016,2024-06-19 22:00:00,2024-09-18 19:00:00,low,feature_request,1049
71715,10567,5195,2024-04-16 14:00:00,2024-05-12 03:00:00,high,how_to,1036
71716,10568,5192,2024-06-14 20:00:00,2024-12-10 14:00:00,medium,bug,1049
71717,10569,5158,2024-09-30 06:00:00,2024-06-05 12:00:00,medium,bug,1023
71718,10569,5112,2024-12-18 10:00:00,2024-12-24 13:00:00,low,bug,1003
71719,10569,5142,2024-02-13 03:00:00,2024-04-12 12:00:00,medium,bug,1041
71720,10569,5110,2024-05-19 02:00:00,2024-08-23 14:00:00,low,performance,1018
71721,10570,5097,2024-11-10 10:00:00,2024-01-24 20:00:00,medium,feature_request,1005
71722,10570,5183,2024-02-13 17:00:00,2024-11-06 21:00:00,high,bug,1033
71723,10571,5016,2024-11-22 10:00:00,2024-04-12 21:00:00,medium,billing,1006
71724,10571,5109,2024-02-05 07:00:00,2024-05-11 02:00:00,medium,feature_request,1004
71725,10572,5012,2024-03-16 15:00:00,2024-07-12 14:00:00,medium,how_to,1007
71726,10573,5061,2024-08-05 11:00:00,2024-11-16 00:00:00,low,integration,1016
71727,10573,5028,2024-08-13 14:00:00,2024-06-02 14:00:00,low,bug,1039
71728,10573,5183,2024-11-16 05:00:00,2024-01-12 01:00:00,low,performance,1035
71729,10573,5082,2024-04-24 23:00:00,2024-01-09 22:00:00,low,feature_request,1006
71730,10573,5129,2024-11-17 03:00:00,2024-08-05 11:00:00,low,feature_request,1014
71731,10574,5052,2024-03-20 10:00:00,2024-11-03 00:00:00,low,feature_request,1047
71732,10574,5080,2024-01-09 07:00:00,2024-12-01 21:00:00,medium,performance,1029
71733,10574,5075,2024-01-10 16:00:00,2024-06-27 15:00:00,low,billing,1007
71734,10574,5171,2024-01-30 18:00:00,2024-05-07 14:00:00,low,how_to,1035
71735,10574,5119,2024-12-27 01:00:00,2024-08-08 04:00:00,medium,feature_request,1049
71736,10574,5120,2024-04-20 19:00:00,2024-09-09 13:00:00,low,bug,1016
71737,10574,5145,2024-01-26 08:00:00,2024-01-16 15:00:00,low,feature_request,1017
71738,10575,5184,2024-04-11 21:00:00,2024-09-04 01:00:00,medium,how_to,1025
71739,10576,5052,2024-02-21 02:00:00,2024-05-27 12:00:00,critical,bug,1010
71740,10576,5136,2024-01-12 11:00:00,2024-01-25 20:00:00,medium,how_to,1031
71741,10576,5095,2024-10-03 14:00:00,2024-12-01 05:00:00,low,how_to,1045
71742,10576,5065,2024-06-29 20:00:00,2024-07-02 00:00:00,medium,bug,1033
71743,10577,5098,2024-02-28 21:00:00,2024-08-02 00:00:00,high,feature_request,1009
71744,10577,5052,2024-04-04 05:00:00,2024-05-30 06:00:00,medium,feature_request,1019
71745,10577,5059,2024-05-16 19:00:00,2024-06-23 23:00:00,low,security,1019
71746,10577,5140,2024-04-29 03:00:00,2024-07-11 12:00:00,low,bug,1043
71747,10578,5007,2024-04-17 07:00:00,2024-06-07 06:00:00,low,integration,1025
71748,10578,5114,2024-05-06 16:00:00,2024-08-23 03:00:00,medium,how_to,1038
71749,10580,5028,2024-02-03 15:00:00,2024-05-14 05:00:00,medium,billing,1028
71750,10580,5095,2024-08-01 22:00:00,2024-05-26 14:00:00,medium,feature_request,1047
71751,10581,5112,2024-04-17 00:00:00,2024-11-05 09:00:00,medium,feature_request,1042
71752,10582,5199,2024-10-20 01:00:00,2024-01-09 01:00:00,low,feature_request,1017
71753,10582,5073,2024-09-03 23:00:00,2024-06-21 21:00:00,high,how_to,1036
71754,10582,5043,2024-12-11 08:00:00,2024-02-10 06:00:00,high,bug,1027
71755,10583,5136,2024-12-31 21:00:00,2024-12-09 08:00:00,medium,bug,1026
